Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target	Comment
256	HIRA	#	4916	histone cell cycle regulator	7290	P54198	HIRA_HUMAN	"HIRA_B PF09453 448-471, Hira PF07569 763-962, Pfam-B_18560 PB018560 963-1015, WD40 PF00400 5-44 60-98 121-159 164-202 258-312"	Hira	99430	Q61666	HIRA_MOUSE	WDR	WD repeat domain containing	Histone modification read	#	9710638	#	histone	"H2B, H4"	#	#	9710638	"HIRA interacts with core histone H4. H2B- and H4-binding domains are overlapping but distinguishable in the carboxy-terminal region of HIRA, and the region for HIRA interaction has been mapped to the amino-terminal tail of H2B and the second alpha helix of H4."
257	HIRIP3	#	4917	HIRA interacting protein 3	8479	Q9BW71	HIRP3_HUMAN	CHZ PF09649 484-520	Hirip3	2142364	Q8BLH7	HIRP3_MOUSE	#	#	Histone modification read	#	9710638	#	histone	"H2A, H3"	#	#	9710638	"In vitro, HIRIP3 directly interacted with HIRA but also with core histones H2B and H3, suggesting that a HIRA-HIRIP3-containing complex could function in some aspects of chromatin and histone metabolism."
258	HJURP	#	25444	Holliday junction recognition protein	55355	Q8NCD3	HJURP_HUMAN	"HJURP_C PF12347 409-471 554-614, HJURP_mid PF12346 271-386, Pfam-B_631 PB000631 682-746, Scm3 PF10384 16-77"	Hjurp	2685821	Q6PG16	HJURP_MOUSE	#	#	Histone chaperone	#	21478274	#	histone	H4	#	#	21478274	Deposition of CENP-A to the centromere requires histone chaperone HJURP (Holliday junction recognition protein). The crystal structure of an HJURP?€?CENP-A?€?histone H4 complex shows that HJURP binds a CENP-A?€?H4 heterodimer.
259	HLCS	#	4976	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	3141	P50747	BPL1_HUMAN	"BPL_C PF02237 669-718, BPL_LplA_LipB PF03099 471-603, Pfam-B_33359 PB033359 244-405, Pfam-B_35799 PB035799 407-469"	Hlcs	894646	Q920N2	BPL1_MOUSE	#	#	Histone modification write	#	14613969	#	histone	"H1, H2A, H2B, H4"	#	#	14613969	Nuclear HCS =HLCS retains its biotinylating activity and has been shown to biotinylate purified histones in vitro.
260	HLTF	#	11099	helicase-like transcription factor	6596	Q14527	HLTF_HUMAN	"HIRAN PF08797 60-155, Helicase_C PF00271 870-950, SNF2_N PF00176 243-722, zf-RING_2 PF13639 758-801"	Hltf	1196437	Q6PCN7	HLTF_MOUSE	RNF	RING-type (C3HC4) zinc fingers	Chromatin remodelling cofactor	#	18719106	#	chromatin	#	#	#	18719106	Acts as a ubiquitin ligase for 'Lys-63'-linked polyubiquitination of chromatin-bound PCNA.
261	HMG20A	#	5001	high mobility group 20A	10363	Q9NP66	HM20A_HUMAN	HMG_box PF00505 103-171	Hmg20a	1914117	Q9DC33	HM20A_MOUSE	HMGX	High mobility group / Non-canonical	Chromatin remodelling cofactor	#	24227653	LSD-CoREST	histone	H3K4	#	#	24227653	Involved in the recruitment of the histone methyltransferase KMT2A/MLL1 and consequent increased methylation of histone H3 lysine 4.
262	HMG20B	#	5002	high mobility group 20B	10362	Q9P0W2	HM20B_HUMAN	"HMG_box PF00505 70-138, Pfam-B_10576 PB010576 211-315"	Hmg20b	1341190	Q9Z104	HM20B_MOUSE	HMGX	High mobility group / Non-canonical	Chromatin remodelling	#	11997092	"BHC, LSD-CoREST"	DNA	#	#	#	11997092	"The high-mobility-group (HMG) proteins are chromatin-associated proteins that are common to all higher organisms. They bind DNA in a sequence-specific or non-sequence-specific way to induce DNA bending, and regulate chromatin function and gene expression."
263	HMGB1	New	4983	high mobility group box 1	3146	P09429	HMGB1_HUMAN	"HMG_box PF00505 95-163, HMG_box_2 PF09011 6-79"	Hmgb1	96113	P63158	HMGB1_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodelling	#	19158276	#	chromatin	#	#	#	#	Chromatin-specific remodeling by HMGB1 and linker histone H1 silences proinflammatory genes during endotoxin tolerance.
264	HMGN1	New	4984	high mobility group nucleosome binding domain 1	3150	P05114	HMGN1_HUMAN	HMG14_17 PF01101 2-96	Hmgn1	96120	P18608	HMGN1_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodelling	#	"22395460, 20123071"	#	histone	H1	#	#	#	HMGB1-4 proteins are believed to dock to the H1 linker.
265	HMGN2	New	4986	high mobility group nucleosomal binding domain 2	3151	P05204	HMGN2_HUMAN	HMG14_17 PF01101 2-90	Hmgn2	96136	P09602	HMGN2_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodelling	#	"22395460, 20123071"	#	histone	H1	#	#	#	HMGB1-4 proteins are believed to dock to the H1 linker.
266	HMGN3	New	12312	high mobility group nucleosomal binding domain 3	9324	Q15651	HMGN3_HUMAN	HMG14_17 PF01101 2-98	Hmgn3	2138069	Q9DCB1	HMGN3_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodelling	#	"22395460, 20123071"	#	histone	H1	#	#	#	HMGB1-4 proteins are believed to dock to the H1 linker.
267	HMGN4	New	4989	high mobility group nucleosomal binding domain 4	10473	O00479	HMGN4_HUMAN	HMG14_17 PF01101 2-90	#	#	#	#	HMG	High-mobility group / Canonical	Chromatin remodelling	#	"22395460, 20123071"	#	histone	H1	#	#	#	HMGB1-4 proteins are believed to dock to the H1 linker.
268	HMGN5	New	8013	high mobility group nucleosome binding domain 5	79366	P82970	HMGN5_HUMAN	HMG14_17 PF01101 2-102	Hmgn5	1355295	Q9JL35	HMGN5_MOUSE	HMG	High-mobility group / Canonical	Chromatin remodelling	#	"22395460, 20123071"	#	histone	H1	#	#	#	HMGB1-4 proteins are believed to dock to the H1 linker.
269	HP1BP3	New	24973	"heterochromatin protein 1, binding protein 3"	50809	Q5SSJ5	HP1B3_HUMAN	Linker_histone PF00538 157-232 260-330 341-412	Hp1bp3	109369	Q3TEA8	HP1B3_MOUSE	#	#	Chromatin remodelling	#	25100860	#	chromatin	#	#	#	#	Chromatin organizer protein HP1BP3 is mediating chromatin condensation during hypoxia.
270	HR	#	5172	hair growth associated	55806	O43593	HAIR_HUMAN	"JmjC PF02373 1026-1140, Pfam-B_40014 PB040014 312-431, Pfam-B_80075 PB080075 181-289"	Hr	96223	Q61645	HAIR_MOUSE	#	#	Histone modification erase	Histone methylation	24334705	#	histone	"H3K9me1, H3K9me2"	H3K9	#	24334705	HR can demethylate monomethylated or dimethylated histone H3 lysine 9 (H3K9me1 or me2).
271	HSPA1A	#	5232	heat shock 70kDa protein 1A	3303	P08107	HSP71_HUMAN	HSP70 PF00012 6-612	Hspa1a	96244	Q61696	HS71A_MOUSE	HSP70	Heat shock proteins / HSP70	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	22123078	"CHD8, MLL2/3, MLL4/WBP7"	histone	#	#	#	22123078	#
272	HSPA1B	#	5233	heat shock 70kDa protein 1B	3304	P08107	HSP71_HUMAN	HSP70 PF00012 6-612	Hspa1a	96244	Q61696	HS71A_MOUSE	HSP70	Heat shock proteins / HSP70	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	22123078	"CHD8, MLL2/3, MLL4/WBP7"	histone	#	#	#	22123078	#
273	HUWE1	#	30892	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"	10075	Q7Z6Z7	HUWE1_HUMAN	"DUF4414 PF14377 2968-3079, DUF908 PF06012 89-370, DUF913 PF06025 429-815, HECT PF00632 4067-4374, Pfam-B_13571 PB013571 3944-3965, Pfam-B_15798 PB015798 3091-3191, Pfam-B_20712 PB020712 2429-2459, Pfam-B_6870 PB006870 3966-4021, UBA PF00627 1317-1352, WWE PF02825 1611-1679"	Huwe1	1926884	Q7TMY8	HUWE1_MOUSE	#	#	Histone modification write	Histone ubiquitination	15767685	#	histone	H3K9	#	#	15767685	A HECT=HUWE1 domain-containing E3 that ubiquitinates histones.
274	IKBKAP	#	5959	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"	8518	O95163	ELP1_HUMAN	"IKI3 PF04762 1-954, Pfam-B_8846 PB008846 1048-1212"	Ikbkap	1914544	Q7TT37	ELP1_MOUSE	ELP	Elongator acetyltransferase complex subunits	Scaffold protein	#	"11818576, 11714725"	Pol2 elongator	#	RNA	#	#	"11818576, 11714725"	"The human Elongator facilitates transcription by RNA polymerase II in a chromatin- and acetyl-CoA-dependent manner. Several human homologues of the yeast Elongator subunits have been identified as subunits of the human Elongator complex, including StIP1 (STAT-interacting protein 1) and IKAP (IKK complex-associated protein) =IKBKAP."
275	IKZF1	#	13176	IKAROS family zinc finger 1 (Ikaros)	10320	Q13422	IKZF1_HUMAN	zf-H2C2_2 PF13465 131-156 159-184 187-212	Ikzf1	1342540	Q03267	IKZF1_MOUSE	"ZNF, IKZF"	"Zinc fingers, C2H2-type, IKAROS zinc fingers"	"Chromatin remodelling, TF"	"#, #"	19141594	#	DNA	DNA motif	#	#	19141594	"Ikaros=IKZF1 forms dimers and multimers efficiently, and it has been proposed that Ikaros induces heterochromatization or chromatin remodeling of mouse DNA, resulting in repression or activation of target genes. The results provide insight into possible structural and functional roles of pericentromeric regions in mouse and human chromosomes."
276	IKZF3	#	13178	IKAROS family zinc finger 3 (Aiolos)	22806	Q9UKT9	IKZF3_HUMAN	"Pfam-B_2031 PB002031 67-110, zf-C2H2_4 PF13894 480-504, zf-H2C2_2 PF13465 132-157 160-183 188-213"	Ikzf3	1342542	O08900	IKZF3_MOUSE	"ZNF, IKZF"	"Zinc fingers, C2H2-type, ""IKAROS zinc fingers"""	TF	#	#	#	DNA	DNA motif	#	#	#	"Associates with histone deacetylase complexes containing HDAC1, MTA2 and SIN3A. (UniProt)"
277	ING1	#	6062	"inhibitor of growth family, member 1"	3621	Q9UK53	ING1_HUMAN	"ING PF12998 173-256, PHD PF00628 355-402, Pfam-B_837 PB000837 51-89"	Ing1	1349481	Q9QXV3	ING1_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	18533182	#	histone	H3K4me3	#	#	18533182	Both DNA repair and apoptotic activities of ING1 require the interaction of the C-terminal plant homeodomain (PHD) finger with histone H3 trimethylated at Lys4 (H3K4me3). The ING1 PHD finger recognizes methylated H3K4 but not other histone modifications as revealed by peptide microarrays.
278	ING2	#	6063	"inhibitor of growth family, member 2"	3622	Q9H160	ING2_HUMAN	"ING PF12998 26-125, PHD PF00628 214-261"	Ing2	1916510	Q9ESK4	ING2_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	16728974	mSin3A-like complex	histone	H3K4me3	#	#	16728974	"ING2, a native subunit of a repressive mSin3a-HDAC1 histone deacetylase complex, binds with high affinity to the trimethylated species. In response to DNA damage, recognition of H3K4me3 by the ING2 PHD domain stabilizes the mSin3a-HDAC1 complex at the promoters of proliferation genes."
279	ING3	#	14587	"inhibitor of growth family, member 3"	54556	Q9NXR8	ING3_HUMAN	"ING PF12998 2-104, PHD PF00628 362-409"	Ing3	1919027	Q8VEK6	ING3_MOUSE	PHF	"Zinc fingers, PHD-type"	"Chromatin remodelling, Histone modification write cofactor"	"#, Histone acetylation"	12545155	"SWR, NuA4, Piccolo_NuA4"	histone	"H2A, H4"	#	#	12545155	"p47ING3 has a PHD-finger motif at its C-terminal region similar to p33ING1 and p33ING2. Although the precise function of the PHD-finger motif is not fully clarified, it is found in proteins involved in chromatin remodeling."
280	ING4	#	19423	"inhibitor of growth family, member 4"	51147	Q9UNL4	ING4_HUMAN	"ING PF12998 5-107, PHD PF00628 198-245"	Ing4	107307	Q8C0D7	ING4_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	18381289	HBO1	histone	H3K4me3	#	#	18381289	Crystal structure of ING4-PHD bound to H3K4me3.
281	ING5	#	19421	"inhibitor of growth family, member 5"	84289	Q8WYH8	ING5_HUMAN	"ING PF12998 5-107, PHD PF00628 188-235"	Ing5	1922816	Q9D8Y8	ING5_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	18623064	"HBO1, MOZ/MORF"	histone	"H3K4me3, H3K4me2"	#	#	18623064	"Crystal structure of the ING5 PHD finger in complex with its histone target (H3K4me3). Binding affinities for unmodified, mono-, di-, and tri-methylated histone peptides showed that both full-length ING5 and methylated H3K4 are essential for the acetyltransferase activity of the MOZ/MORF and HBO1 complexes."
282	INO80	#	26956	INO80 complex subunit	54617	Q9ULG1	INO80_HUMAN	"DBINO PF13892 270-410, Helicase_C PF00271 1135-1214, Pfam-B_16799 PB016799 1435-1475, SNF2_N PF00176 521-822"	Ino80	1915392	Q6ZPV2	INO80_MOUSE	INO80	INO80 complex subunits	Chromatin remodelling	#	16298340	Ino80	DNA	#	#	#	16298340	The proteins belonging to SWI2/SNF2 family of DNA dependent ATPases are important members of the chromatin remodeling complexes that are implicated in epigenetic control of gene expression. Functional activity of the domains from hINO80 gene both in terms of the DNA dependent ATPase as well as DNA binding activity.
283	INO80B	#	13324	INO80 complex subunit B	83444	Q9C086	IN80B_HUMAN	"PAPA-1 PF04795 211-293, zf-HIT PF04438 305-336"	Ino80b	1917270	Q99PT3	IN80B_MOUSE	"ZNHIT, INO80"	"Zinc fingers, HIT-type, INO80 complex subunits"	Chromatin remodelling cofactor	#	21303910	Ino80	chromatin	#	#	#	21303910	"Composed of the hIno80 Snf2 ATPase domain, the Ies2=INO80B and Ies6 proteins, the AAA+ ATPases Tip49a and Tip49b, and the actin-related protein Arp5."
284	INO80C	#	26994	INO80 complex subunit C	125476	Q6PI98	IN80C_HUMAN	YL1_C PF08265 141-170	Ino80c	2443014	Q8BHA0	IN80C_MOUSE	INO80	INO80 complex subunits	Chromatin remodelling cofactor	#	16230350	"Ino80, CHD8, MLL2/3, MLL4/WBP7"	chromatin	#	#	#	16230350	"FLAG-tagged PAPA-1, C18orf37, Amida, FLJ20309, and FLJ90652 each copurified with the hINO80 helicase and the Tip49a, Tip49b, PAPA-1, C18orf37, Arp4, Arp5, Arp8, Amida, NFRKB, MCRS1, FLJ90652, and FLJ20309 proteins, which argues that they are all components of a multiprotein hINO80-containing complex."
285	INO80D	#	25997	INO80 complex subunit D	54891	Q53TQ3	IN80D_HUMAN	"Pfam-B_14282 PB014282 588-622, zf-C3Hc3H PF13891 16-80 446-512"	Ino80d	3027003	Q66JY2	IN80D_MOUSE	INO80	INO80 complex subunits	Chromatin remodelling cofactor	#	21303910	Ino80	chromatin	#	#	#	21303910	Component of the chromatin remodeling INO80 complex.
286	INO80E	#	26905	INO80 complex subunit E	283899	Q8NBZ0	IN80E_HUMAN	#	Ino80e	2141881	#	#	INO80	INO80 complex subunits	Chromatin remodelling cofactor	#	21303910	#	chromatin	#	#	#	21303910	Component of the chromatin remodeling INO80 complex.
287	JADE1	#	30027	jade family PHD finger 1	79960	Q6IE81	JADE1_HUMAN	"EPL1 PF10513 29-181, PHD_2 PF13831 217-251, zf-HC5HC2H_2 PF13832 256-368"	Jade1	1925835	Q6ZPI0	JADE1_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	16387653	HBO1	histone	"H3, H4"	"H3ac, H4ac"	#	16387653	"HBO1-JADE(1,2,3=PHF15,PHF16,PHF17)-ING-hEAF6 tetramer complexes are likely responsible for the majority of histone H4 acetylation higher eukaryotes."
288	JADE2	#	22984	jade family PHD finger 2	23338	Q9NQC1	JADE2_HUMAN	"EPL1 PF10513 39-177, PHD_2 PF13831 213-247, Pfam-B_23296 PB023296 631-669, zf-HC5HC2H_2 PF13832 252-364"	Jade2	1924151	Q6ZQF7	JADE2_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	16387653	HBO1	histone	"H3, H4"	"H3ac, H4ac"	#	16387653	"HBO1-JADE(1,2,3=PHF15,PHF16,PHF17)-ING-hEAF6 tetramer complexes are likely responsible for the majority of histone H4 acetylation higher eukaryotes."
289	JADE3	#	22982	jade family PHD finger 3	9767	Q92613	JADE3_HUMAN	"EPL1 PF10513 30-178, PHD PF00628 202-249, zf-HC5HC2H_2 PF13832 253-365"	Jade3	2148019	Q6IE82	JADE3_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	14612400	HBO1	histone	"H3, H4"	"H3ac, H4ac"	#	14612400	Jade1 =PHF17 may function in the activation and/or repression of Hox complex genes via modulation of chromatin structure.
290	JAK2	#	6192	Janus kinase 2	3717	O60674	JAK2_HUMAN	"Pkinase_Tyr PF07714 545-805 849-1123, SH2 PF00017 400-481"	Jak2	96629	Q62120	JAK2_MOUSE	SH2D	SH2 domain containing	Histone modification write	Histone phosphorylation	19783980	#	histone	H3T41	H3T41ph	#	19783980	Human JAK2 is present in the nucleus of haematopoietic cells and directly phosphorylates Tyr 41 (Y41) on histone H3.
291	JARID2	#	6196	"jumonji, AT rich interactive domain 2"	3720	Q92833	JARD2_HUMAN	"ARID PF01388 618-709, JmjC PF02373 916-1031, JmjN PF02375 558-591, Pfam-B_728 PB000728 1-122, zf-C5HC2 PF02928 1139-1193"	Jarid2	104813	Q62315	JARD2_MOUSE	#	#	Histone modification write cofactor	Histone methylation	20075857	PRC2	histone	"H3K27, H3K9"	#	#	20075857	"JARID2 is sufficient to recruit PcG proteins to a heterologous promoter, and inhibition of JARID2 expression leads to a major loss of PcG binding and to a reduction of H3K27me3 levels on target genes."
292	JDP2	#	17546	Jun dimerization protein 2	122953	Q8WYK2	JDP2_HUMAN	bZIP_1 PF00170 70-131	Jdp2	1932093	P97875	JDP2_MOUSE	bZIP	basic leucine zipper proteins	"Chromatin remodelling, Histone modification erase cofactor"	"#, Histone acetylation"	16518400	#	DNA	#	#	#	16518400	JDP2 has histone-chaperone activity in vitro. The sequence-specific DNA-binding protein JDP2 may control transcription via direct regulation of the modification of histones and the assembly of chromatin.
293	JMJD1C	#	12313	jumonji domain containing 1C	221037	Q15652	JHD2C_HUMAN	"JmjC PF02373 2381-2481, Pfam-B_14856 PB014856 2090-2122, Pfam-B_15350 PB015350 2148-2224, Pfam-B_16501 PB016501 1889-1927, Pfam-B_17329 PB017329 541-947, Pfam-B_19453 PB019453 1929-2023, Pfam-B_2770 PB002770 220-524, Pfam-B_63706 PB063706 1-119"	Jmjd1c	1918614	Q69ZK6	JHD2C_MOUSE	#	#	Histone modification erase	Histone methylation	17549425	#	histone	H3K9me	H3K9	#	17549425	"JMJD1A (TSGA), JMJD1B (5qNCA) and JMJD1C with the common domain architecture are histone H3K9 demethylases implicated in the nuclear hormone receptor-based transcriptional regulation."
294	JMJD6	#	19355	jumonji domain containing 6	23210	Q6NYC1	JMJD6_HUMAN	"JmjC PF02373 174-288, Pfam-B_22969 PB022969 1-39"	Jmjd6	1858910	Q9ERI5	JMJD6_MOUSE	#	#	Histone modification erase	Histone methylation	17947579	#	histone	"H3R2me, H4R3me"	"H3R2, H4R3"	#	17947579	The Jumonji domain-containing 6 protein (JMJD6) is a JmjC-containing iron- and 2-oxoglutarate-dependent dioxygenase that demethylates histone H3 at arginine 2 (H3R2) and histone H4 at arginine 3 (H4R3) in both biochemical and cell-based assays.
295	KANSL1	#	24565	KAT8 regulatory NSL complex subunit 1	284058	Q7Z3B3	KANL1_HUMAN	"PEHE PF15275 885-1035, Pfam-B_14811 PB014811 571-639, Pfam-B_19390 PB019390 431-469, Pfam-B_2194 PB002194 135-403, Pfam-B_6892 PB006892 471-569"	Kansl1	1923969	Q80TG1	KANL1_MOUSE	#	#	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	20018852	"NSL, CHD8, MLL2/3, MLL4/WBP7"	histone	H4	H4ac	#	20018852	As part of the NSL complex it is involved in acetylation of nucleosomal histone H4 on several lysine residues and therefore may be involved in the regulation of transcription.
296	KANSL2	#	26024	KAT8 regulatory NSL complex subunit 2	54934	Q9H9L4	KANL2_HUMAN	"Pfam-B_21577 PB021577 1-25, zf-C3Hc3H PF13891 27-93 300-365"	Kansl2	1916862	Q8BQR4	KANL2_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	20018852	NSL	histone	H5	H4ac	#	20018852	As part of the NSL complex it is involved in acetylation of nucleosomal histone H4 on several lysine residues and therefore may be involved in the regulation of transcription.
297	KANSL3	#	25473	KAT8 regulatory NSL complex subunit 3	55683	Q9P2N6	KANL3_HUMAN	"Abhydrolase_5 PF12695 287-436, Pfam-B_10092 PB010092 521-544, Pfam-B_8995 PB008995 545-589"	Kansl3	1918055	A2RSY1	KANL3_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	20018852	NSL	histone	H6	H4ac	#	20018852	As part of the NSL complex it is involved in acetylation of nucleosomal histone H4 on several lysine residues and therefore may be involved in the regulation of transcription.
298	KAT2A	#	4201	K(lysine) acetyltransferase 2A	2648	Q92830	KAT2A_HUMAN	"Acetyltransf_1 PF00583 553-628, Bromodomain PF00439 737-820, PCAF_N PF06466 86-337, Pfam-B_10717 PB010717 1-67"	Kat2a	1343101	Q9JHD2	KAT2A_MOUSE	KAT	Chromatin-modifying enzymes / K-acetyltransferases	Histone modification write	Histone acetylation	10611234	"TFTC-HAT, SAGA, ATAC, STAGA"	histone	#	#	#	10611234	Current models of HAT protein activity suggest that one hypothesis for the role of hGCN5=KAT2A in c-Myc's activities might be due to the relaxing of chromatin packaging at target genes following histone acetylation by hGCN5.
299	KAT2B	#	8638	K(lysine) acetyltransferase 2B	8850	Q92831	KAT2B_HUMAN	"Acetyltransf_7 PF13508 541-624, Bromodomain PF00439 732-815, PCAF_N PF06466 74-327, Pfam-B_358817 PB358817 339-381"	Kat2b	1343094	Q9JHD1	KAT2B_MOUSE	KAT	Chromatin-modifying enzymes / K-acetyltransferases	Histone modification write	Histone acetylation	8945521	#	histone	#	#	#	8945521	The cellular p300/CBP associated factor (PCAF=KAT2B) possesses intrinsic histone acetyltransferase activity.
